website,brand,title,content
elle,dior,Dior Beauty's Eyeliner Has A Playlist,"Not all eyeliner looks are worthy of a soundtrack, but Dior has one for you. Cue up Edith Piaf's Non Je Ne Regrette Rien, some songs of moody French chanteuse Juliette Gréco, and you'll be inspired to try an eyeliner look that's melancholic, strong, defiant, and a little bit punk. (Maybe Lana del Ray's Sad Girl would fit in here too).  At the Dior FW23 show, models wore black eyeliner and even more black eyeliner. It was blurrily smudged into the inner and outer corners of the eye and purposely exaggerated both above and below the lash line. ""It's like a deconstructed combination between a smokey eye and eyeliner,"" Peter Philips, Creative and Image Director for Dior Beauty.  Maybe a ""smoliner"" look, if you will. If you've never been able to fully master the gradation that comes with a flawless smoky eye or the perfection of a tight line, great news, because this look was neither of those things (there was also no contouring or highlight, so don't worry about those either).   Juxtaposed against the rich floral textiles, shine, and sculptural set that Portuguese artist Joana Vasconcelos created,  this season's beauty look was meant to stand out. ""We wanted to do a look where the girls don't disappear,"" Philips said. ""The idea was not to have a gorgeous smokey eye."" Or maybe you're thinking it's a little Wednesday Addams-core? ""It's melancholic 60's, Saint Germain, and there's a little sadness but also strongness."" The eyeliner (Dior Crayon Eyeliner Waterproof) was drawn and blended to go down a bit at the end of the eyes to create a moodier effect. For extra intensity, he used black eyeshadow (Dior 5 Couleurs Couture in Black Bow) and stamped additional color on it to make the look even blacker. No mascara (""It would look too sexy, almost, too sensual.""), a nude lip, and softly brushed brows rounded out the look. For a last touch -- models also degreased their T-zone, thanks to a bit of logomania. Philips showed off a book of sheets printed with ""Dior,"" the brand's blotting papers, giving a sneak peek into an upcoming new launch. Since public blotting is having a moment, thanks to Rihanna, these will surely have their TikTok moment in the future on your ""For You"" page.   To complete the full look, Guido Palau and his hair team then added low ponytails gathered at the nape of the neck, finished with thick black headbands with crinkled ribbons attached.  For added gleam and fullness, he blew hair away from the face using Oribe Thickening Spray and Oribe Supershine Light Moisturizing Cream.  "
elle,dior,Kim Jones Designed Sneakers for Hennessy—Even Though He Doesn't Drink,"Chances are, Kim Jones made your favorite sneakers—or at least, they would be your favorite, if they hadn't sold out in five seconds. He's the artistic director at Dior Men and the brains behind the ""Air Dior"" Nikes that literally broke the brand's website, plus collabs with Converse, those coveted skate slip-ons at Louis Vuitton, and that monogram pair with Supreme that's only available in limited stock on The RealReal. (If you're more into heels, don't panic. Mr. Jones is also in charge of Fendi's womenswear collection, where these stratospheric boots are currently going fast.)   Now, in an unlikely partnership, Jones is joining forces with Hennessy, the prestigious French cognac brand that's technically older than America. (It was founded in 1765, but alas, was never name-checked in Hamilton.) The main caveat? Although Hennessy X.O is an exquisite pour, Kim Jones doesn't drink. Ever. ""I'm really allergic!"" he laughs when I ask him if he did any sip-and-sketch rounds for his sneaker designs. ""I wanted to try it because I wanted to see why everyone was so obsessed by it, but you know, it just doesn't agree with me."" Instead, Jones used the classic brandy's rich brown color story. ""And since drinking Hennessy X.O is part of both formal and casual gatherings, it was really important for [the sneakers] to fit into any wardrobe in a different way."" Jones also created a decanter and bottle for the cognac, which is—surprise—owned by the same parent company as Dior itself.  When most people buy a bottle of Hennessy, they probably drink it (or at least gift it to someone special). But when they venture to buy a coveted Kim Jones sneaker, they might try and flip it for double the value instead. Is Jones cool with that? ""I've seen a lot of my friends' kids do that, actually! I think some of them have made loads of money,"" he laughs. ""But then they take that money and buy more sneakers, or other clothes they really want. To be honest, at that age, I didn't have that kind of ingenuity. So those guys? My hat's off to them.""   Ironically, instead of flipping streetwear in his youth, the 49-year-old designer served drinks ""at an opera house bar"" instead. ""I had to work to get through college, didn't I?"" he asks. ""But it was amazing, actually. You met opera singers, you met people that design sets, you met aristocracy, you met all sorts...but I did notice the people who ordered Hennessy always had really nice suits, watches, jewelry…I can't say I didn't think of them when I was creating these pieces."" One day at work, Jones served the Queen Mother. Two decades later, he was appointed an Officer of the British Empire by Queen Elizabeth II.  As a failed multitasker, I ask Jones how he keeps up with his two big day jobs—at two big-name fashion houses—along with various collabs (Tiffany & Co., Marc Jacobs, and BTS, to name a few), plus the normal stuff like eating, sleeping, and hanging out with Kate Moss. ""Oh, I can help you there,"" he starts, before adding, ""you just have to be incredibly organized."" Seriously? That's it?   ""And, okay, you need to be sure of what you're setting out to achieve. Where we start on the [Fendi] collection or where we start at [Dior], we know we're headed to an end product. And that end product is really how I've been imagining it to look all along. That goal never changes."" But Jones cautions that his singular focus can't happen alone. ""When you're working with a team that's already been at a brand for a while, you have to teach people what you want,"" he says. ""It takes time to work with an entity and a team of people. Trust, and time. And you have to be straightforward with people about that upfront. There's nothing wrong with saying, ‘This will be hard work, and we can't rush through it.' Everything good takes time."" Including Hennessy's new cognac, which takes an average of 45 years to mature.  Could abstaining from drinking be the secret to Jones' youthful glow? Even via Zoom, it looks like his complexion is powered by a ring light. Perhaps a skincare collaboration is in his future? ""I've been approached by most of the big beauty makers,"" he admits. We'll cheers to that, even if Jones won't.  "
elle,dior,Jisoo Gives a Behind-the-Scenes Look at Dior's Winter 2023 Show and Her Visit to the House's Archives,"Blackpink's Jisoo returned to Paris last month for Christian Dior's fall/winter 2023-2024 show, but she did more than just sit front row. The K-pop singer and house ambassador spent the day before the runway show learning more about Dior's history—and the women who most inspired Christian Dior, including his sister Catherine—during a private visit to the house's archives, known as Dior Heritage.   In the video above, shot by Melina Triana and Benjamin Vu and exclusively premiering on ELLE.com, Jisoo takes fans behind the scenes of her Paris visit and her intimate tour of the house's archives and history. ""I can't wait to see which archive pieces will be referenced by [Creative Director] Maria Grazia Chiuri in her collection,"" Jisoo said.  Jisoo, who has an older brother and sister, was particularly moved by the story of Catherine Dior, who inspired Miss Dior. ""The story of Christian Dior's younger sister Catherine was very emotional,"" Jisoo reflected, after learning her story and seeing photos of her. ""She had a tough life but the fact that she found the strength within to rebuild her life really impressed me. I'm excited to see Maria Grazia Chiuri's work inspired by Catherine Dior's story.""  ""One can believe Christian Dior was the main character of the house of Dior, but I got to learn that he actually had many exceptional women by his side,"" she continued. ""I was very moved hearing the stories of these characters who are not well-known.""  Jisoo learned that her favorite flower, lily of the valley, has important an significance to Dior, too. She was able to view a couple archival dresses that featured the flower in their print and design.   Of the show itself the next day, Jisoo gave a glowing review, saying, ""That was yet another spectacular collection by Maria Grazia Chiuri. The pieces inspired by the flower prints I saw yesterday in the archives were particularly fascinating. Once again, I loved this unforgettable experience with Dior. See you soon in Paris!""  Watch her full diary above, and look through intimate photos of her Dior Heritage visit, taken by Pierre Mouton, below: "
elle,versace,Gigi Hadid Climbed a Parking Garage for Versace,"""Versace is always the dream,"" says Dua Lipa. She is sitting on the roof of a parking garage in Los Angeles, surrounded by a thrumming crowd of fashion editors bleary from the Paris runways, stylists taking a break from their A-list clients for the upcoming Oscars, and K-Pop princes in popsicle-colored suits. Elton John zips by in a golf cart. The sun is about to set.  It's almost golden hour and go time for Versace's fall/winter 2023 show, which moved this season from Milan to Melrose Place, and harnessed the way everyone in Hollywood is chasing clout—fame, power, art, or even just sheer attention—while trying (or at least claiming) to stay grounded. If la-la land is merely an illusion, it's one with real stakes and true emotions lurking just beneath its glossy surface. Fashion straddles a similar line between fantasy and reality: it skips between our very real bodies and our very big imaginations. And because she's una specie di genia—that's ""kind of a genius"" in Italian—Donatella Versace has managed to make clothes for every girl, everywhere, all at once...even the girls who just live in our heads.  First, there was Gigi Hadid's opening look: a black power suit and slashed-pocket peplum that straddled the line between CEO and celebrity. (When it crossed Paris Hilton's field of vision, it became a living meme for ""get you a girl who can do both."") Croc-embossed miniskirts and tweed cocoon coats were firmly rooted in the reality of working women, while a few micro mini poufs (including one on Kendall Jenner) were part of the ""no pants, no problem"" trend and likely a revenge breakup post waiting to happen. In between were tons of options, both practical and dreamy—leather trenches, 3-D floral fabrics, goth-lite babydoll dresses—that towed Versace's assertively sexy party line, as in, ""You're wearing a Versace, you'd better go party.""  Like the California Dream itself, the show ended in a fantasy…and then again in a reality. The L.A. skyline became a purple haze, and Versace took her runway bow, wearing the same dress Emily Ratajkowski donned in the show. Prince's ""Let's Go Crazy"" blared through the speakers, and Anne Hathaway screamed every lyric in a glorious karaoke moment for the ages. Waiters circled with champagne and tiny pieces of avocado toast. Everyone took selfies, especially Tan France.  Next, the crowd of very famous stars realized they were on top of a parking garage at rush hour, and in mere seconds, transformed into impressively pragmatic people. Demi Moore led the charge to the elevators, Pamela Anderson navigated a steep staircase in pencil-thin stilettos (""I've been doing this a while!"" she laughed), and Miley Cyrus huddled with stylist Patti Wilson behind a valet station until the actual valet returned with their car. Cyrus' two-tone gown looked just as good in the ghastly fluorescent lighting—another nod to Signora Versace's skill at making glamour very real, even when surrounded by everyday grime.  Oh, one more thing: the Versace show was held on Barbie's birthday, and just a few miles up from her hometown of Malibu. There was no official tribute, but with eight bright pink looks on the catwalk and a series of satiny pink bags and shoes, it seems Barbiecore is definitively here to stay—at least until July, anyway, because that's when the movie comes out. Coincidentally or not, that's when these clothes do, too.  "
elle,versace,Give Anne Hathaway an Award For This Versace Look,"Anne Hathaway is back at it again, proving she's red carpet (in addition to Genovian, of course) royalty. At Versace's Fall/Winter 2023 show in Los Angeles, the actress delivered a killer all-black ensemble. The outfit: a Versace crocodile-effect minidress, sheer tights, sky-high platform boots and sunglasses, and sparkling Bulgari jewelry. The dominatrix-style set would do her Catwoman character proud.   Hathaway was joined by other big celebrities at the Versace show, including Lil Nas X, Miley Cyrus, Ariana DeBose, Elton John, and Dua Lipa.   Later that day, Hathaway stepped out in a different black dress (also Versace) for the Hollywood Beauty Awards. This one was long, slinky and gown-like. The dress had beautiful detailing, like gold buckle Versace Medusa straps. ""I'm at a point in my life now where I know having a first time at something remarkable like that—it's the only time it ever happens,"" Hathaway recently told ELLE. ""Being in a place where I could enjoy it felt like a really positive development.""  Hathaway has four feature films slated for release in 2023, including Mothers' Instinct alongside her friend Jessica Chastain. She also gained critical acclaim last year for her incredible performance as Rebekah Neumann in WeCrashed on Apple TV and Esther Graff in Armageddon Time. ""I have worked too hard on seeing myself with kinder eyes to give away my peace to those who haven't found it for themselves yet,"" Hathaway told ELLE. ""So I do my best to not be afraid of what others might say and just focus on enjoying my life."" "
elle,versace,Anne Hathaway Wore a Versace Dress With an Epic Leg Slit to the 2023 Met Gala,"Anne Hathaway might not have shown up to the Met Gala in Andy Sachs' Chanel boots, but she channeled Karl Lagerfeld in her own way—with the help of Donatella Versace, in fact. The Devil Wears Prada star looked breathtaking in a strapless safety pin dress by Versace, designed à la Lagerfeld with white tweed, pearl accents, and camellia flower details.   ""It was meant to be a marriage between Versace and Chanel,"" Hathaway, who is the new face of the Italian fashion house, said of her dress in a red carpet interview with Vogue. A pair of fingerless gloves, platform heels, and Bulgari jewels completed her look.   The ensemble was equal parts sophisticated and sexy, thanks to the safety pin cutouts and the major leg slit, which technically slices across the whole length of the gown. Hathaway even gave a quick tutorial for how to pose in the look during her livestream interview. ""There's just something about this dress that makes you kind of want to hit it,"" she said, popping out one hip and lifting her chin up high. ""Get a little Rosalía going on in your head and live in the fantasy.""  Hathaway credits her stylist, Erin Walsh, for collaborating with Versace on the look. ""I just do what Donatella tells me to do, very gratefully,"" the actress said. ""She sent me a sketch for this and I just went, ‘Well, alright!'""  The same attention to detail went into her beauty look for the night. She pointed out that her hairstylist, Orlando Pita, pinned a camellia from a Versace show in the '90s to her hair, completing her voluminous half-updo. From hair to heels, Hathaway's complete look is enough to wow Miranda Priestly herself. "
elle,versace,Dua Lipa Wore a String Bikini From Her Versace Collaboration—Her ‘Summer Outfit Until Further Notice',"Only Dua Lipa could make a bathroom look so gorgeous while flaunting her own designer collaboration. The singer took to Instagram to show off a polka dot string bikini adorned with butterflies from her and Donatella Versace's La Vacanza collection. ""My summer outfit until further notice 🦋🦋"" Lipa wrote. ""The cutest @versace polka dots bikini from my #VersaceLaVacanza collection with @donatella_versace.""  Versace commented on Lipa's post, sharing, ""An absolute BEAUTY!! This summer is ALL about La Vacanza @dualipa 🦋☀️✨""  Lipa and Versace first unveiled their collection last month. Lipa shared footage of the runway show on May 24, writing, ""Feeling overwhelmed with happiness and still taking in last night! Creating this collection with my dear dear friend @donatella_versace has been the most incredible insightful and inspiring process that I feel so lucky I got to experience. I want to thank the whole @versace team for holding my hand through this!! Thank you @kjeldgaard1 @patmcgrathreal @guidopalau @piergiorgio @pat_boguslawski @dannylharle @holmesproduction and all the incredible models that gave us a show to remember!!! I feel like the luckiest girl in the world 🦋🦋🦋🦋"" Over 1.4 million people liked the Instagram post.  Lipa's collection with Versace has garnered celebrity admiration in addition to public fandom. Bridgerton actress Simone Ashley gave Lipa a shout-out when speaking to ELLE.com at the Veuve Clicquot polo classic in New York City about who her fashion inspirations are.   ""I love Dua Lipa's collaboration with Donatella [Versace],"" Ashley said. ""It was really inspiring.""  Lipa has more projects this summer. The singer will be playing multiple mermaids in the Barbie film out next month. She also recorded the lead single for the soundtrack that she released in late May, ""Dance the Night Away.""   When the song dropped, she shared a teaser of the music video, writing, ""I wrote this song with my friends @iammarkronson @wyattish @carolineailin and we hope you LOVE IT! Barbie out in cinema's July 21st!!!! 💕🪩"" "
harper's bazar,louis vuitton,Louis Vuitton's Yayoi Kusama Collection Is Back for the First Time in a Decade,"Everything Yayoi Kusama does is infinite.  In 2006, the then-creative director of Louis Vuitton, Marc Jacobs, met Kusama at her studio in Tokyo. The Japanese artist handed the designer a Vuitton Ellipse bag, hand-painted with her signature dots. Six years later, Jacobs would send similar bags down the runway, launching one of the brand's most popular artist collaborations to date.   Kusama's art—which typically features dots and mirrors—is inspired by repetition, eternity, and the illusion of a never-ending space. Her Vuitton collaboration is just as circular: Over a decade after its debut, it's back.   Today, Louis Vuitton launched the first part of its second collaboration with the artist. There are still dots (appearing on bags as hyper-realistic wet paint dabs, inspired by a Louis Vuitton trunk hand-painted by Kusama in 2012), as well as metallic studs meant to mimic the metallic orbs of Kusama's Narcissus Garden and the famous Infinity Rooms you've seen on your Instagram feed. The collection, which features over 450 pieces, isn't just bags. There's also dotted jeans, spotted Archlight sneakers, and metallized leather jackets—plus menswear, fragrances, and eyewear. The second drop will focus more on Kusama's pumpkin motif and become available in March.   Kusama has remarked that the original Vuitton collection was designed to embody the concept of ""Love Forever."" In response, Marc Jacobs noted, ""Love is a beautiful idea. The dots represent something that has no points, no hard edges and is infinite. And what could be nicer than infinite love?"" The collection was indeed released to much love from fans, and it remains loved on resale sites.   So far, Nicolas Ghesquière's take is equally well-liked—literally. Campaign images featuring Gisele Bündchen, Anok Yai, and Fei Fei Sun garnered over 1 million likes on the fashion house's instagram last month, which is nearly forty times more the average engagement per post.  Then again, this is also the first time a Louis Vuitton Yayoi Kusama collection has debuted on Instagram. Back in 2012, Louis Vuitton didn't even have an account. Still, the original Yayoi Kusama collection was Instagramable before anyone knew what that meant.  The collection and the pop-up spaces selling it—like the one in New York's Meatpacking district, with the entire store covered in floor-to-ceiling infinity dots and lined with extra-large metallic orbs—are clearly built for the social media era. Whether the response will be the same as it was ten years ago has yet to be determined, but with a new generation increasingly obsessed with archival fashion and collections of the past, the stage is set for success and plenty of TikToks.   Currently on the social media platform, Louis Vuitton's 2002 Murakami collection, emblematic of peak Y2K fashion, has Gen Z's attention. Kusama's dots, though, represent an entirely different style era defined by bow headbands and the kind of outfits Zoey Deschanel would wear in 500 Days of Summer—not necessarily the ones you'd see Paris Hilton wearing out to a club in 2004. But maybe 2023 will finally be the year whimsical 2010s fashion really does make a comeback. Fashion is as cyclical as Kusama's dots, after all.   You can shop the first drop of the new Louis Vuitton Yayoi Kusama collection here.  "
harper's bazar,louis vuitton,Pharrell Williams Is the New Men's Creative Director of Louis Vuitton,"The position of men's creative director at Louis Vuitton has remained empty since the death of Virgil Abloh in 2021. Today, the house announced that his successor will be celebrity producer Pharrell Williams. His first collection will show this June during the Men's Fashion week in Paris.The highly awaited appointment comes as a surprise to many, given that the names of designers like Grace Wales Bonner, Martine Rose, and Telfar Clemens have been swirling for months. It's one of Pietro Beccari's first big moves as the new Louis Vuitton Chairman and CEO, a position he took just two weeks ago.   In a statement, Beccari described William's appointment as a return, rather than a brand-new start: ""I am glad to welcome Pharrell back home, after our collaborations in 2004 and 2008 for Louis Vuitton, as our new Men's Creative Director. His creative vision beyond fashion will undoubtedly lead Louis Vuitton towards a new and very exciting chapter. ""  Pharrell's name has become somewhat synonymous with luxury collaborations, but his sunglasses collection with then-Louis Vuitton Creative Director Marc Jacobs in 2004 was his very first. Long time friend Abloh re-issued the colorful collection with gold details in 2018, with pairs originally retailing for $300 to $500 and then upwards of $1,700 for resale. When the shades originally dropped, Pharrell told Women's Wear Daily, ""You have to understand, I am just a regular dude. At the end of the day, this is all an incredible dream come true."" He then added, ""He is Marc Jacobs and it is Louis Vuitton, and who am I for that matter?""   Pharrell has since gone on to collaborate with Chanel and Moncler. His long-term partnership at Adidas Originals began in 2014, with his original collection featuring makeups of classic styles like the Adidas Superstar, the Stan Smith, and the brand's track jacket. Just this past November, after years of the internet making jokes about his ageless complexion (at one point, he had to publicly tell Time Out London, ""I am not [a vampire]""), he launched his skincare line, Humanrace.   He's also a fashion fan favorite, winning the CFDA fashion icon award in 2015, and his impact on style as we know it can't be understated. As the frontman of the hip-hop and rock band N.E.R.D, he shifted people's perception of what hip-hop style could be by incorporating skatewear, bold prints, and even nerdy prep classics in his look.   In 2020, Abloh told the The New York Times that Pharrell's arrival on the scene with the 2001 album 'In Search Of...' had a lasting influence on him, ""As a kid growing up in the suburbs of Chicago, skateboarding and finding my own identity, it resonated with me more than hip-hop on its own. [It said] that it was fine to be in between. And I think that has described a whole generation of young black kids and artists who have since been determined to be themselves and jump through that door that was opened by Pharrell.""   Many also consider Pharrell a pioneer of the gender-neutral clothing moment. He appeared on the cover of GQ in 2019 wearing a ballgown puffer, was the first man to star in a Chanel ad in 2017, and owns a truly envy-inducing number of pieces from Phoebe Philo's time at Céline.  Pharrell is no stranger to LVMH, the French luxury conglomerate that owns Vuitton. The Japanese producer and designer Nigo, with whom Pharrell launched the influential Billionaire Boys Club, was appointed the creative director of LVMH brand Kenzo in 2021. And Pharrell was a part of the re-brand of Tiffany, starring in campaigns after Beyoncé and Jay-Z. He recently wore a custom pair of almond-shaped emerald and diamond encrusted Tiffany sunglasses to the Grammys, and hinted to WWD that more projects were ""in the works.""     LVMH's priorities appear to be shifting, with an emphasis on creating major pop culture moments. Pharrell's influence has actually already made a viral hit for Louis Vuitton indirectly. The most recent men's show featured Spanish flamenco pop sensation Rosalía playing songs from her record-breaking album Motomami, which was produced in part by Pharrell. Her performance blew up, earning millions of views, likes, and comments on TikTok. Some critics have complained that there were more videos of the moment than of the actual clothing, but maybe that was the point: Everyone was talking about the show for days after models walked down the runway.  As of this morning, Pharrell has wiped his Instagram clean. The appointment announcement from Louis Vuitton is the only post on his page. And if one thing is clear, it's this: We're entering a new era, for both the artist and the brand. "
harper's bazar,louis vuitton,Rihanna's Baby Bump Makes Its High-Fashion Debut in Louis Vuitton Campaign,"Who else would star in Pharrell Williams's first-ever campaign as Louis Vuitton's menswear creative director but Rihanna and her baby bump?  The powerhouse duo dropped their blockbuster advertisement yesterday, which features Rihanna on a stylish coffee run while toting a rainbow stack of bags covered in the house's signature logo motifs. In the campaign, the singer wears a multitoned gray and pixelated leather button-up, which is mostly left unbuttoned, exposing her baby bump underneath. She also wears black trousers, layers of necklaces, and a glittering earring cuff.  Williams announced the mega collaboration by sharing a photo of himself posing in front of one of the billboards, blown up outside the Musée d'Orsay in Paris. In the snap, he wears a black leather biker jacket, baggy black pants, and yellow reflective sunglasses.  The campaign was released just a few days before the kickoff of Men's Fashion Week in Paris, which will be Williams's first since he was appointed as Louis Vuitton's menswear creative director in February. Williams succeeds Virgil Abloh, who held the role until his death in November 2021.  Of the musician's takeover of the house's menswear line, Louis Vuitton chairman and CEO Pietro Beccari previously said in a statement, ""I am glad to welcome Pharrell back home, after our collaborations in 2004 and 2008 for Louis Vuitton, as our new Men's Creative Director. His creative vision beyond fashion will undoubtedly lead Louis Vuitton towards a new and very exciting chapter.""  Meanwhile, Rihanna is pregnant with her and boyfriend A$AP Rocky's second child. She publicly announced the news during her historic Super Bowl halftime show performance this past February, and has since continued to dole out inimitable and innovative maternity looks—including fur coats, lace-up heels, and plenty of midriff-baring tops—so it comes as no surprise that Williams chose her to make a statement for his first Louis Vuitton campaign. "
harper's bazar,louis vuitton,Pharrell Delivers a True Pop Culture Moment at Louis Vuitton,"The livestream of Pharrell Williams's debut show for Louis Vuitton began with Pupil King, a short film by Todd Tourso. Sitting on a bench along the River Seine in Paris, wearing a black knit vest and a brown LV monogram leather cap, comedian Jerrod Carmichael asks artist Henry Taylor, ""Do you admit to yourself how bad you want it?""  Carmichael slams the back of his hand against his palm. ""Sometimes I don't say, like, truly how badly I want it.""   ""Actions speak louder than words,"" says Taylor, apologizing for the cliché. Shortly after that, models began to descend from the illuminated Pont Neuf, the oldest standing bridge crossing the river.   Williams has not said much since being named creative director for menswear by Louis Vuitton in February, a position that had remained vacant since 41-year-old Virgil Abloh's unexpected passing in November 2021. Instead, much was said of Williams. Online, fashion fans and music fans duked it out over whether a famous hip-hop multi-hyphenate made sense in one of the top design jobs in the industry. But everyone could agree the hiring indicated a shift of Louis Vuitton's focus, one that placed culture at the center.   Leading up to the show, Pietro Beccari, who was appointed CEO of the house in January, told The New York Times, ""It was important that we found someone having a broader spectrum than being a very fantastic designer, which is great for the industry and we have many of them."" Later on in the piece, Williams would go on to mention that he has no delusions about who he is and what he is capable of: ""I am a creative designer from the perspective of the consumer. I didn't go to Central Saint Martins. But I definitely went to the stores and purchased, and I know what I like.""  His first designs for the house fit this framework. Covered in the brand's signature prints and monograms, they telegraphed Louis Vuitton from a distance. But they were also imbued with a sense of impenitent joy that was paramount to the show. A handful of the first models wore tailored suits with matching shorts, a look Williams has become personally associated with on the red carpet. Others wore rain boots and carried mini trunks covered in a digitized version of Vuitton's Damier check pattern, the original of which was reimagined in jacquard and pearl embroidery throughout. The classic Speedy bag was revived in bright primary colors and dangled along long legs ending in chunky socks and lug-soled T-strap Mary Janes.   They are the kind of pieces a customer might save up for to prove to themselves and those around them that they've made it. They are bold, like the types of looks our favorite artists pull together to stand out on the red carpet. They are why ""quiet luxury"" can only ever go so far—because the pleasures of perceived opulence are far more relatable, whether anyone cares to admit it or not.   Williams is considered one of the best-dressed men in music, and his own personal style clearly served as inspiration for a handful of looks, perhaps none more obvious than that worn by former Saint Laurent creative director Stefano Pilati. Pilati's glasses were lined in pearls that framed his eyes, his tailored jacket embroidered in pearl Damier and styled with pleated wool shorts. While being self-referential can be perceived as egotistical, it doesn't feel that way when Williams does it. There's an undeniable earnestness to it, as if he's telling us: I know you want to dress like your favorite artist—and that's fine!   It's why a couple of days before his debut, he rolled out an ad campaign starring Rihanna in an unbuttoned leather button-down with her pregnant belly exposed and colorful green, yellow and red Speedy bags nestled in the crooks of her elbows. Her name trended for days after, indicating a true cultural moment—which is exactly what Williams seems to be promising to give the brand. There are plenty of designers creating works of art that reflect our reality, or gorgeous shapes that consumers want to feel on their bodies, but there aren't many who have been able to deliver these kinds of pop culture escapes. It's why today's youth are enamored with the red carpet of the early 2000s. It represents something unserious and fun: glamour without complications.  Recent Louis Vuitton designers, particularly Marc Jacobs and Abloh, have a history of providing fashion fit for the moment. Throughout his collection, Williams nodded to their work, including Jacobs's top-handle Alma bag silhouettes, which became paparazzi photo staples in the Aughts.  He created his digital camouflage print as an homage to a 2019 pixelated pattern first introduced by Abloh. And he  introduced a bit of himself, with an LVERS emblem on varsity jackets that references the ""Virginia Is for Lovers"" slogan of his home state. The bold Speedys were meant to evoke dupe culture—picture fake bags in colors you know a house doesn't produce lining the sidewalk of Canal Street. While Williams brings plenty of star power—Zendaya, Beyoncé, and Jay-Z were in the front row in Paris—there was also a sense that he wants his Louis Vuitton to be for everyone, old fans of the brand and new.  Williams also just seemed to want to have fun, with a choir at the end of the runway creating a celebratory tone. When he came out to take his bow, he brought his entire design team with him.  He spent more than five minutes on the runway, soaking in the moment with a genuine exuberance that's rare in the fashion industry. It's clear he'd been dreaming of this moment, and he wasn't afraid to show how badly he wanted it.  "
harper's bazar,chanel,Apple Martin Looks Just Like Mom Gwyneth Paltrow While Sitting Front Row at Chanel,"Apple Martin is officially a Chanel girl.  The 18-year-old daughter of Gwyneth Paltrow and Chris Martin made her Fashion Week debut today at the Chanel haute couture spring/summer 2023 show in Paris. Apple wore a black-and-white iteration of the house's signature tweed skirt-and-jacket set, which she paired with a black quilted cross-body bag and black platform loafers.  As for glam, Apple seemed to channel the '60s mod girl. She wore a fully lined eye in black and kept her layered blonde hair down with a subtle flip at the ends.  Fashion journalist Derek Blasberg commented on Apple's now viral Chanel appearance on Twitter.  ""Karl Lagerfeld met Apple Martin when she was 4 years old and declared that one day she'd be a Chanel girl,"" he wrote, captioning behind-the-scenes photos of Apple at the show. ""It happened today!""  For some fans, Apple's appearance might bear a striking resemblance to her mom, from their tall statures to their near-identical smizes. (To compare, see a photo of the Shakespeare in Love actress from the '90s below.)  Paltrow is known for singing her daughter's praises on social media. Last year, the Goop mogul even dedicated an International Women's Day tribute to the teen.  ""I've been spending the morning thinking about all of the incredible women I love, who love me back hard. I keep thinking about the women I have known since kindergarten or 7th grade, who are more strongly in my life than almost ever. But today I want to pay tribute to one (technically almost) woman on the cusp of it,"" she wrote, captioning a screenshot of the two on FaceTime together. ""This woman gives me hope for the future of sisterhood, and for the future of our planet. And this woman has made me the woman I am today more than anyone else."" "
harper's bazar,chanel,Kristen Stewart Looked Like a Doll in a White Ruffled Chanel Gown in Berlin,"Kristen Stewart is back on her Chanel style streak.  Today, the actress arrived at the Berlin International Film Festival in a princess-like gown from the French fashion house's spring/summer 2023 couture collection. The white dress featured a billowing skirt with layers of ruffles, a white bodice embroidered with designs of flora and fauna, and a gray built-in belt covered in white flowers that extended to the shoulder straps.   Stewart styled the gown with a diamond choker necklace with a pretty bow at the front, and glossy white-and-black boots. She gave the ultra-feminine look an edge with dark brows and deep red eye shadow.   While on the red carpet, the Twilight star posed like a ballerina, with her hands in front of her.  The 73rd Berlin International Film Festival is taking place at the Berlinale Palast starting today, February 16, and ending on February 26.  Stewart has been a face of Chanel for some time now.   Last May, she supported the brand at its cruise 2023 show in Monte Carlo, Monaco, alongside fellow fashion house darlings Vanessa Paradis and Tilda Swinton. For the occasion, Stewart looked like a chic party girl in a black-and-white sequined minidress with maroon and navy stripes. She paired the piece with sheer black tights and matching platform open-toe heels. Her hair was pulled back into a high ponytail, and she went for a rosy, smoky-eyed beauty look. The Spencer star's only jewelry was her engagement ring from her fiancée, Dylan Meyer.  She also wore a Chanel look to the 2022 Oscars in March. The outfit consisted of a tuxedo jacket and itty-bitty hot pants—custom-made for her by Chanel. ""It's gonna be groundbreaking,"" Tara Swennen, her stylist of 17 years, told Harper's BAZAAR before the ceremony of the unexpected yet deliciously sophisticated look. ""Definitely one of the first of its kind!"" "
